sentence,nutrient,pmid,label
our results support the efficacy of vitamin d3 given monthly both for correcting hypovitaminosis and for maintaining vitamin d levels.,vitamin d,30563215,2
"evidence supports routine supplementation for these people at risk of osteoporosis, by providing a daily intake of 700-800 mg of calcium and 400-800 iu of vitamin d.",vitamin d,11683549,2
"the participants were randomly divided into two groups where one group received vitamin d (60,000 international units (iu) of oral vitamin d3 weekly for a duration of three months, followed by 1000 iu twice daily for another three months in vitamin d deficient patients; 1000 iu (25 mcg) twice daily for six months for subjects with sufficient vitamin d level) along with standard anti-diabetic drugs while the other group received standard anti-diabetic drugs only.",vitamin d,39463653,2
subjects were supplemented for 8 weeks with vitamin d (2000 iu/day) or placebo.,vitamin d,37545122,2
the groups that received vitamin d were given 500 iu/kg of vitamin d daily for two weeks in addition to a standard diet.,vitamin d,30584976,2
"subjects were randomized into two groups and treatment group was given vitamin d, 50000 iu (0.25 ml) intramuscularly (im) monthly for 6 months; control group received distilled water im.",vitamin d,29386413,2
"conclusions: to prevent vitamin d deficiency in seniors, doses >4000 iu daily are not recommended.",vitamin d,38934392,2
the concentrations of 5-ht in hippocampal tissues were significantly increased (p < 0.01) and the concentrations of il-18 in cortical tissues were significantly decreased in the medium and high dose vitamin d3 groups (p < 0.01).,vitamin d,37534636,2
"methods and results: the swine were long-term (88 days) supplemented with a standard dose (2000iu/kg) of cholecalciferol and calcidiol, the increased dose (3000 iu/kg) of cholecalciferol, and the cholecalciferol + calcidiol combination: grower: 3000 iu/kg of vitamin d (67% of cholecalciferol and 33% of calcidiol), finisher 2500 iu/kg of vitamin d (60% of cholecalciferol and 40% of calcidiol).",vitamin d,38085380,2
"the participants received vitamin d (30,000 iu/week) or a placebo (without concurrent metformin use) for 12 weeks, supplemented with calcium, followed by an additional 12 weeks of vitamin d treatment.",vitamin d,40219003,2
"regular testing of 25-hydroxyvitamin d is generally not required, and mega-doses (>/=300,000 iu) appear to increase harms.",vitamin d,26951286,2
"for three months, participants were given a placebo (group a), 1000 international units (iu) of vitamin d3 per day (group b), 500 iu per day (group c), or 2000 iu per day (group a).",vitamin d,37694098,2
"this group received 50,000 iu vitamin d3 monthly for 6 months.",vitamin d,37546001,2
"patients: seventy-six subjects were included after participation in a 3- to 5-year prevention of type 2 diabetes study and were administered 20,000 iu of vitamin d or placebo per week.",vitamin d,28973683,2
"trial patients from medical and surgical intensive care units at a tertiary university hospital with 25-hydroxyvitamin d level </=20 ng/ml received either high dose oral vitamin d(3) (540,000 iu) or placebo.",vitamin d,33087250,2
"each arm treated either of the two forms of vitamin d had a once weekly dose of 50,000 iu for a period of 6 weeks.",vitamin d,34267848,2
"methods: vitamin d deficient subjects selected in the post-hoc analysis: seventy patients included from a combined loading-maintenance supplementation (300,000 iu followed by 60,000 iu) protocol and 62 deficient subjects who received a low-dose maintenance (1000 iu/day) therapy.",vitamin d,39770462,2
"result: in the dose groups of 10,000 iu and 5000 iu, significant increases in the levels of vitamin d, tlr-2, and tlr-4 were observed at weeks 4 and 8 (p < 0.05).",vitamin d,38129893,2
"in a single-arm non-randomized pre- and post trial, 176 breast cancer survivors who had completed treatment protocol including surgery, radio and chemotherapy were enrolled in the study and received 4000 iu of vitamin d3 daily for 12 weeks.",vitamin d,31167402,2
"men in the active group initially received an oral bolus of 300 000 mg of vitamin d(3), followed by daily supplementation with 1400 mg of vitamin d(3) and 500 mg of calcium.",vitamin d,37811573,2
all women received calcium 750 mg and vitamin d 400 u daily.,vitamin d,35079673,2
"after inducing the t2dm model using high-fat and high-sugar diet and intraperitoneal injection of streptozotocin, the rats in the gg group were administered glibenclamide orally (0.6 mg/kg/day), while those in the gdg group received both glibenclamide (0.6 mg/kg/day) and vitamin d3 (500 iu/kg/day) in corn oil for a duration of 8 weeks.",vitamin d,39197196,2
"he received 50 000 iu per week of vitamin d for 3 mo, and 25(oh)d increased to 36.6 ng/ml.",vitamin d,33744642,2
"as previously reported, bmd loss at the hip was reduced by vitamin d 1000 iu/d only, and there was no significant treatment effect of either dose at the lumbar spine.",vitamin d,29665087,2
this study supports a standard dose of 400 iu per day of vitamin d supplementation for breastfed infants in montreal.,vitamin d,36780180,2
"the intervention group will receive a first dose of 100,000 iu followed by 4,000 iu vitamin d (cholecalciferol) daily, while the placebo group will receive apparently identical capsules, both for a period of 16 weeks.",vitamin d,26246241,2
"eligible participants were randomized to receive either treatment as usual (tau; n = 23) or tau plus single parenteral dose of 3,00,000 iu of vitamin d (n = 23) at baseline.",vitamin d,32823218,2
"methods: individuals with and without phpt (ctrl) received 14,000 iu/week of oral vitamin d(3) for 12 weeks.",vitamin d,38922369,2
"methods: this study was designed as a randomized, double-blind, placebo controlled intervention study administering a weekly (bolus) dose of 28 000iu of vitamin d3 or placebo to 125 patients with non-remitted depression adjunct to current antidepressant medication.",vitamin d,29458928,2
methods: a total of 240 prediabetic participants received orally 1600 iu of vitamin d(3) or placebo daily for 24 weeks.,vitamin d,40114038,2
"on the other hand, high vitamin d doses, either at monthly (60,000-100,000 iu) or daily intervals (>4000 iu), appear to be harmful with regard to falls, fracture risk and bmd, especially for people without vitamin d deficiency and at low fracture risk.",vitamin d,33036705,2
the most common cause (73.5%) associated with high serum 25(oh)d levels was the inappropriate prescription of a high dose of oral vitamin d (600.000-1.500.000 iu) for treating vitamin d deficiency/insufficiency in a short time (1-3 months).,vitamin d,34536116,2
"methods: nine younger men (22 to 28 years) and nine older men (65 to 73 years) with self-reported vitamin d intakes below 200 iu/d were enrolled in february and randomized to 1800 iu/d of ergocalciferol (vitamin d2, n=11) or to a control group (n=7) and followed for three weeks.",vitamin d,10511329,2
"conclusion: effective vitamin d supplementation in healthy young adults can be achieved with a daily dose of 2,000 iu during winter.",vitamin d,39740917,2
"comparison of vitamin d3 supplementation doses of 1,000, 2,000, 4,000 and 8,000 iu in young healthy individuals.",vitamin d,39740917,2
several analyses raised safety concerns about vitamin d(3) doses of 1000 iu/d or higher.,vitamin d,33284677,2
"conclusions: the oral vitamin d3 supplementation, according the dose, and the treatment duration does not like in black-skinned people versus to white-skinned inhabitants, while the 02 groups are native to the same saharan environment.",vitamin d,35930297,2
"results: after adjustment for confounders, individuals in the 3rd tertile of vitamin d intake (>/=4.9 mcg/day) had significantly reduced odds of low performance on the cerad test (or: 0.77, 95% ci: 0.57-0.98; p = 0.031) and animal fluency test (or: 0.63, 95% ci: 0.49-0.85; p = 0.013) compared to the 1st tertile of intake (</=2.4 mcg/day).",vitamin d,40271436,2
patients received 2000 iu vitamin d/day or a placebo for 12 weeks.,vitamin d,31269890,2
eight studies with 4612 participants were eligible for meta-analysis using a control group receiving either low-dose vitamin d supplementation (</=400 iu/d) or placebo when investigating the risk of saes such as hospitalization or death.,vitamin d,35420658,2
"a dose of 2,000 iu/day maintained vitamin d levels within the recommended range, even after the break.",vitamin d,39740917,2
"results: the high vitamin d group had an average intake of 5.33 +/- 4.14 mcg compared to low vitamin d group, 0.74 +/- 0.24 mcg.",vitamin d,28812446,2
"methods: in this double blind randomized clinical trial, 50 patients with mild to moderate uc, who met inclusion criteria, received either 1000 or 2000 iu/day of vitamin d (as low dose or high dose group, respectively) for 12 weeks.",vitamin d,30871542,2
"methods: in all, 234 participants (126 women; 108 men) with vitamin d deficiency [25(oh)d <50 nmol/l] were given 50 000 iu of vitamin d supplements for 8 wk followed by daily maintenance of 1000 iu for 4 mo.",vitamin d,30959383,2
"design: an open-label study of orally-administered vitamin d(3) (gelcaps) was conducted in patients with liver cirrhosis using a tiered-dosing regimen: 4,000 iu/d for baseline 25(oh)d </= 15 ng/ml and 2,000 iu/d for baseline 25(oh)d > 15 to </= 25 ng/ml (nct01575717).",vitamin d,38217683,2
the patients were randomized into two groups: vitamin d supplemented group received pegylated (peg)-interferon alpha-2a 180 mug per week plus ribavirin (rbv) (1000-1200 mg/d) together with vitamin d3 (2000 iu/d) and control group received identical therapy without vitamin d (32 patients).,vitamin d,30381543,2
"reuteri 12246 in a daily dose of 250 x 10(6) cfu, 3.33 mg of fructooligosaccharide, and 200 iu of vitamin d(3) (84 infants, probiotic group) or just vitamin d(3) (84 infants, control group) for 28 days.",vitamin d,30551654,2
"egcg (100mg/kg/day) and cga (120mg/kg/day) in combination with vitamin d (25mcg/kg/day) was given orally for 15 days, from day 21 to 35.",vitamin d,40334995,2
"after surgery, 39 studies including 5,296 patients were analysed and among those undergoing either malabsorptive or restrictive procedures, a lower rate of vitamin d insufficiency and higher 25(oh)d levels postoperatively were observed in patients treated with high-dose oral vitamin d supplementation, defined as >/= 2,000 iu/daily (mostly d3-formulation), compared with low-doses (< 2,000 iu/daily).",vitamin d,37665480,2
"fortification of cows' milks with 1 mug, 1.5 mug and 2.0 mug/100g, theoretically increased median vitamin d intakes from 2.0 mug/day to 4.2 mug, 5.1 mug and 5.9 mug/day, respectively.",vitamin d,33100087,2
all received 5600 iu vitamin d(3) weekly and calcium supplementation as needed (>/= 1200 mg daily).,vitamin d,33200257,2
"participants were randomly assigned to receive 2 oral doses of 200,000 iu vitamin d3 or placebo at 2 and 4 wk after starting ready-to-use therapeutic food.",vitamin d,29722846,2
"in con, participants received 804 +/- 52 mg calcium, 8.2 +/- 3.2 microg vitamin d and 1.3 +/- 0.2 g/kg bm protein per day.",vitamin d,31234587,2
"interventions: there was a 24-month treatment period: 12 monthly doses (100,000 iu of vitamin d(3) or placebo as 5 ml oily solution) were posted after randomisation and at 1 year (100,000 iu per month corresponds to 3300 iu per day).",vitamin d,32090730,2
"in both groups, pre-treatment vitamin d level was </=15 ng/ml and increased to 34⋅6 +/- 2⋅6 and 33⋅7 +/- 2⋅4 ng/ml at the end of 3 months treatment with a dose 50 000 iu of vitamin d3 and calcium 600/1200 mg once a day for group a and group b, respectively.",vitamin d,35059187,2
"pigs with florid rickets and hypocalcaemia were treated with single im injections of 0.25 to 1.25 mg of vitamin d3, doses that have been shown in previous studies to be effective in producing transient healing of rachitic symptoms.",vitamin d,3039767,2
"males given vitamin d had significantly less reduction in bmd at the femoral neck measurement site compared to the controls (0.000 versus - 0.010 g/cm(2), p = 0.008).",vitamin d,28921338,2
no significant differences in bone turnover markers were observed between patients dichotomized into subgroups using a 25-hydroxy vitamin d cut-off of 30 ng/ml or by a daily prednisone dose greater than or 5 mg or less.,vitamin d,30509154,2
high-dose vitamin d compared to moderate-dose vitamin d two trials in roux-en-y gastric bypass compared moderate-dose (equivalent dose 800 iu/day to 2000 iu/day) to high-dose (equivalent dose 5000 iu/day to 7943 iu/day) vitamin d.,vitamin d,39351881,2
"results: the mean +/- sd baseline plasma 25-hydroxyvitamin d [25(oh)d] concentration was 40.0 +/- 20.1 nmol/l, which increased after 12 mo to a mean 25(oh)d of 55.9, 64.6, or 79.0 nmol/l for participants receiving a monthly dose of 12,000, 24,000, or 48,000 iu, respectively (p < 0.01 for difference).",vitamin d,30624670,2
"however, a high dose of vitamin d at 2000-3000 iu daily is needed for those with vitamin d deficiency (vdd).",vitamin d,38135475,2
"results: after the six-month nutritional intervention, the mean change in protein intake increased 0.04 g/kgbw (95% ci 0.05 to 0.2), fibre 0.8 g (95% ci 0.2 to 4.3), vitamin d 8.5 mug (95% ci 0.7 to 4.4), e 0.6 mg (95% ci 0.4 to 2.2), b12 0.7 mug (95% ci 0.02 to 2.6), folate 8.7 mug (95% ci 1.5 to 46.5), iron 0.4 mg 95% ci 0.6 to 2.4), and zinc 0.5 mg (95% ci 0.6 to 2.2) in the intervention group compared with the control group.",vitamin d,35505290,2
"conclusions: oral supplementation with high-dose vitamin d3 at 10,000 iu daily significantly improved serum 25-hydroxy-vitamin d levels.",vitamin d,27975236,2
"conclusion: in older persons with low serum 25-hydroxyvitamin d level and elevated fall risk, high-dose vitamin d supplementation, >/=1 000 iu/day, did not improve measures of physical function compared to 200 iu/day.",vitamin d,34928336,2
"conclusions: among postmenopausal women with osteoporosis or osteopenia, a fixed dose combination of raloxifene 60 mg/vitamin d 800 iu showed superior efficacy in elevating serum 25(oh)d levels compared with raloxifene 60 mg alone during 16 weeks of follow-up.",vitamin d,36153851,2
one hundred and sixty-three of them were trained with regular tai chi movement while 271 were administered with elemental calcium 600 mg/d combined with vitamin d 800 u/d or calcitriol 0.25 mug/d for 2 years.,vitamin d,29804403,2
"vitamin d3 solution was administered totally 30 drop (4000 iu)/day (1 drop:133.33 iu of 3333 iu/ml) dose of colecalciferol (devit-3(r), deva-turkiye, 15 ml/50,000 iu, 1 ml = 25 drop) at 15-minutes intervals without premedication.",vitamin d,40034581,2
"the purpose of this study was to explore the antidepressant-like effects of vitamin d(3) at different doses (1.0, 2.5, and 5.0 mg/kg sc) on a model of depression produced by chronic unpredictable mild stress (cums) for 28 days in long-term (3 months) ovariectomized (ovx) adult rats.",vitamin d,31357443,2
"another group received a single parenteral dose (300 000 iu) of vitamin d3, whereas the control group received their antidiabetic drug(s) alone.",vitamin d,37721213,2
"methods: in this clinical trial study 70 patients above six years old with moderate to severe asthma, were divided into two groups, randomly; one group received daily asmavit syrup, 10 ml (asmavit, vitabiotics ltd, london, uk), and the other group received daily 1000 iu vitamin d3 drops (asmavit, vitabiotics ltd, london, uk) for two months along with ordinary treatment for asthma.",vitamin d,39582825,2
the intervention group received 300 000 iu vitamin d orally 12 hours before pci.,vitamin d,28841229,2
"we observed the prevention of nafld in 22-month-old c57bl/6 mice fed a vitamin d(3)-supplemented (20,000 iu/kg) diet compared with mice fed a control (1000 iu/kg) diet.",vitamin d,38172593,2
all women received 400 iu of vitamin d daily.,vitamin d,1806610,2
"participants received 1000 mg calcium citrate/day and vitamin d supplementation at a low-dose of 600 iu/day, or high-dose of 3750 iu/day.",vitamin d,40213648,2
"the diabetic rats were further divided into six groups: at with high doses of vitamin d (d + at + hd; 10,000 iu/kg/week), at with moderate doses of vitamin d (d + at + md; 5,000 iu/kg/week), high doses of vitamin d (d + hd; 10,000 iu/kg/week), moderate doses of vitamin d (d + md; 5,000 iu/kg/week), at receiving vehicle (sesame oil; d + at + oil), and control (oil-receiving; d + c).",vitamin d,40217474,2
fracture protection is optimal when patient adherence to medication exceeds 80% and vitamin d doses exceed 700 iu/day.,vitamin d,18852718,2
"however, protective effects were seen for trials in which vitamin d was given using a daily dosing regimen (or 0.75, 95% ci 0.61 to 0.93); at daily dose equivalents of 400-1000 iu (or 0.70, 95% ci 0.55 to 0.89); and for a duration of </=12 months (or 0.82, 95% ci 0.72 to 0.93).",vitamin d,33269357,2
methods: the patients were randomly divided into the vitamin d3 (n = 15; d3) supplemented group and received 3200 iu per day for five weeks before surgery and the placebo group (n = 18; pl) received vegetable oil during the same time.,vitamin d,31547377,2
"in group 4, both an intramuscular dose of 50,000 iu/kg vitamin d3 on the initial postoperative day and 300 mg/kg omega-3 pufa were administered by oral feeding until sacrification.",vitamin d,38108173,2
"included patients received a one-time dose of vitamin d3 orally or via gastric tube (10 000 iu/kg, max.",vitamin d,38010094,2
"methods: as the trial design, a randomized, placebo-controlled, double-blind, multi-center approach was chosen to compare a high single dose of vitamin d (140,000 iu) followed by treatment as usual (tau) (vitd + tau) with treatment as usual only (placebo + tau) in patients with covid-19 and vitamin d deficiency.",vitamin d,35120577,2
"one day after surgery, only one intramuscular dose of 50,000 iu/kg vitamin d3 was administered to group 2.",vitamin d,38108173,2
patients were stratified by histology and flipi (follicular lymphoma international prognostic index) score and randomized 2:1 to receive 2000 iu vitamin d(3) or placebo daily beginning on day one with rituximab 375 mg/m(2) administered weekly times four.,vitamin d,39677358,2
"(3) results: cholecalciferol significantly improved vitamin d status in hd patients, with 73% reaching the target 25(oh)d level >75 ng/ml in a median time of 7.5 weeks, with a median total dose of 525,000 iu.",vitamin d,39597015,2
"participants with clinically established pd taking at least 300 mg/day of levodopa for more than 1 year received a daily tablet of a supplement containing 800 ui of vitamin d3, 1000 microg of folic acid, and 15 microg of vitamin b12.",vitamin d,39125485,2
"however, fbg decreased significantly over time independent of vitamin d3 dose (800 iu: 5.54 [5.42; 5.66] to 5.32 [5.19; 5.44], p(time) < .001; 2000 iu: 5.5 [5.38; 5.62] to 5.39 [5.27; 5.51] mmol/l, p(time) = .019).",vitamin d,33368963,2
"results: among 346 participants (164 females [47.4%]; mean [sd] age, 7.1 [0.4] years), the vitamin d3 dose was 400 iu for 169 participants and 1200 iu for 177 participants.",vitamin d,37204794,2
"conclusions: for mental health, our study suggests no benefit of higher monthly doses of vitamin d(3) compared with the standard monthly dose of 24 000 iu.",vitamin d,30707771,2
"early crc was inversely associated with vegetables (or, 0.59; 95% ci, 0.38-0.92 for 422-576 g/day) and vitamin d (or, 0.49; 95% ci, 0.26-0.94), and positively associated with red meat intake (or, 1.80; 1.15-2.83 per 25.65 g/day).",vitamin d,38687254,2
"in conlusion, monthly doses of 60,000 iu of vitamin d supplementation for 5 y did not alter the composition of the gut microbiome in older australians.",vitamin d,37287399,2
animals were supplemented with vitamin d3 at doses of 42 iu/kg and 420 iu/kg for 21 days.,vitamin d,36689104,2
"vitamin d doses are lower than the recommended dose of >/=400 iu (10 mcg) per day for both cases with depression and healthy controls, being much lower in the former.",vitamin d,32858873,2
"most participants had very low dietary intakes of ca (median ~ 290 mg) and vitamin d (median ~ 4 mug) which are far below the rdi of 1,300 mg/day and 20 mug/day, respectively.",vitamin d,37528993,2
"patients aged >/= 65 years with covid-19 (diagnosed within the preceding 3 days with rt-pcr and/or chest ct scan) and at least one worsening risk factor at the time of inclusion (i.e., age >/= 75 years, or spo2 </= 94% in room air, or pao2/fio2 </= 300 mmhg), having no contraindications to vitamin d supplementation, and having received no vitamin d supplementation > 800 iu/day during the preceding month are recruited.",vitamin d,33371905,2
"intervention: vitamin d (cholecalciferol, 100 000 iu, loading dose, followed by 20 000 iu/week) or placebo for 4 months.",vitamin d,36988936,2
"these variables included: maternal factors [age, pregnancy interval, body mass index (bmi), bmi change, gravidity, native place, education, smoking, and alcohol consumption], previous delivery outcomes [preterm birth, preeclampsia, intrahepatic cholestasis of pregnancy (icp), gestational diabetes mellitus (gdm), fetal growth restriction (fgr), and delivery mode], and micronutrients in early pregnancy (folic acid, 25-hydroxy vitamin d, vitamin b12, calcium, and ferritin).",vitamin d,36245527,3
correction: maternal vitamin d intake and bmi during pregnancy in relation to child's growth and weight status from birth to 8 years: a large national cohort study.,vitamin d,36889837,3
conclusions: the findings of this research revealed notable connections between vitamin d deficiency and increased arterial rigidity in pregnant women with preeclampsia and pregnancy-induced hypertension.,vitamin d,39062168,3
adequate vitamin d status during pregnancy is important for developing fetal bone strength and density and may play a role in preventing a range of skeletal and non-skeletal diseases in both mothers and children.,vitamin d,31323345,3
the observations of the meta-analysis revealed a significant association of lower vitamin d with allergic rhinitis.,vitamin d,37426797,3
"in this study, we measured the seasonal distribution of 25-hydroxyvitamin d (25(oh)d) concentration in 390 healthy third trimester pregnant women living in urban and rural mongolia using diasorin liaison and compared this distribution to that of 206 third trimester women living in boston, usa.",vitamin d,31323345,3
"children with vitamin d insufficiency were found to have 68% more probability to present a food allergy episode (adjusted pooled or: 1.68, 95% ci [1.25-2.27], p-value: 0.001).",vitamin d,36790484,3
"however, no significant correlation was found between boron intake and various parameters such as serum vitamin d, dietary habits, body mass index (bmi), waist circumference (wc), age of menopause, cases of hysterectomy or oophorectomy, location of fractures, education level, social status, smoking, and physical activity (p > .05).",vitamin d,39139931,3
"there was a significant negative correlation between ige and vitamin d levels in the allergic rhinitis group (p = .028, r = -0.246).",vitamin d,31569970,3
"in the vitamin d-deficient animals during lactation, there was a decrease in tetracycline-labeled bone surface, likely due to severely depressed bone mineralization.",vitamin d,6809285,3
"the majority of trials focused on omega-3 fatty acids (20.0%) and vitamin d (26.7%), followed by caffeine, chlorogenic acid, ginger, phosphatidylcholine, trigonella foenum-graecum seed extract, vitamin c, and vitamin e (each 6.7%).",vitamin d,37601777,3
background: maternal vitamin d deficiency during pregnancy has been associated with various maternal adverse events (mae).,vitamin d,38341546,3
"study design: women who were exclusively breastfeeding participated in a randomized controlled trial assessing vitamin d supplementation at 400, 2,400, or 6,400 international unit (iu)/d from 1 month through 7 months postpartum.",vitamin d,37726015,3
we have previously demonstrated that calcium plus vitamin d supplementation during adolescent pregnancy reduces the magnitude of transient postpartum bone mass loss.,vitamin d,39506322,3
"after adjusting for age, gender, season, body mass index, and smoking, vitamin d deficiency was still associated with patient status (or: 12.95, ci (95%): 6.03-27.83, p < 0.001).",vitamin d,24884774,3
"vitamin d intake and status in children and adolescents: comparing vegetarian, vegan, and omnivorous diets.",vitamin d,39428613,3
"vitamin d deficiency during pregnancy may cause intrauterine enamel defects, and through childhood is accompanied by insufficient activity of antibacterial peptides, decreased saliva secretion, and a low level of calcium in saliva.",vitamin d,37966493,3
"we also have found that tissue 1,25-dihydroxyvitamin d receptor concentrations increase during pregnancy and lactation in the cow.",vitamin d,1757640,3
conclusion: pm2.5 exposure might contribute to suboptimal levels of vitamin d in pregnancy.,vitamin d,38870315,3
"for maternal exposure to an ambient temperature of >/=24.5 degrees c in the eighth gestational month, vitamin d supplementation during pregnancy failed to significantly enhance neonatal vitamin d concentrations.",vitamin d,39935583,3
the impact of vitamin d treatment on pregnancy rate among endometriosis patients: a systematic review and meta-analysis.,vitamin d,38989166,3
vitamin d levels and depressive symptoms during pregnancy: a prospective pregnancy cohort study.,vitamin d,40226727,3
purpose of review: to discuss the potential biological mechanisms between vitamin d and toxic metals and summarize epidemiological studies examining this association in pregnant women.,vitamin d,39156920,3
"background: vitamin d insufficiency has been associated with a number of adverse pregnancy outcomes, and has been recognized as a public health concern.",vitamin d,24043954,3
"smoking, stress, uv exposure, vitamin d deficiency, and other genetic and environmental factors have been identified as risk factors for rheumatic diseases.",vitamin d,38590603,3
"data extraction: inclusion criteria were human subjects, english language, vitamin d as the sole micronutrient under study, and measurement of vitamin d level during pregnancy.",vitamin d,34860917,3
introduction many studies have suggested a link between vitamin d deficiency and the development of other atopic diseases like allergic rhinitis (ar).,vitamin d,32821632,3
association between 25-hydroxyvitamin d levels and adverse pregnancy outcomes in systemic lupus erythematosus.,vitamin d,39313480,3
"for other topical therapies (calcineurin inhibitors and vitamin d analogs), no studies of adverse effects in pregnancy are available, and safety data mainly stem from studies examining effects after systemic administration.",vitamin d,35619672,3
"after the adjustment for age, gender, body mass index, smoking status, alcohol use status, dairy products intake, vitamin d supplement, calcium supplement, physical activity, pubertal development, and baseline calcaneal bmd z-score, for per 10 nmol/l increase in 25(oh)d, the follow-up calcaneal bmd z-score increased by 0.01(p=0.041), and the or(95%ci) of decreased calcaneal bmd z-score after 2 years was 0.96 (0.93-1.00)(p=0.030).",vitamin d,34814414,3
conclusions: sulfated vitamin d metabolites have prominent roles for women during lactation with 25ohd(3)-s highly abundant in serum and vitd(3)-s distinctly abundant in breastmilk.,vitamin d,39024772,3
pubmed and scopus databases were systematically searched for case-control studies investigating the association between pediatric food allergy and vitamin d insufficiency.,vitamin d,36790484,3
vitamin d influences the activity of mast cells in allergic manifestations and potentiates their effector functions against pathogens.,vitamin d,37759494,3
"the significance of vitamin d in reproductive tissues was recognized later, and studies have revealed its crucial role in male and female fertility, as well as proper reproductive function during pregnancy.",vitamin d,38698459,3
does vitamin d deficiency predispose to allergic proctocolitis?,vitamin d,39740280,3
background: the american academy of pediatrics and the national academy of medicine recommend vitamin d supplementation for breastfeeding infants.,vitamin d,29596761,3
results: the duration of breastfeeding and vitamin d supplementation increased significantly after the intervention.,vitamin d,38085237,3
background: vitamin d deficiency is common in pregnant women.,vitamin d,38034721,3
"moreover, serum 25-hydroxyvitamin d of <25 nmol/l in early pregnancy and cord was associated with a five-fold and a two-fold risk of attention-deficit hyperactivity disorder symptom score ⩾90th percentile, adjusted odds ratio [95% confidence interval] = 4.9 [1.3, 19.0] and 2.2 [1.2, 3.9].",vitamin d,39152569,3
research question: is low serum 25-hydroxyvitamin d (25(oh)d) associated with an increased risk of miscarriage in women who presented with threatened miscarriage to the early pregnancy assessment clinic (epac)?,vitamin d,38959531,3
"conclusion: the results indicate that higher maternal vitamin d status during pregnancy may be related to higher childhood adiponectin z-score, but not with any other cardiometabolic risk marker.",vitamin d,39999040,3
conclusions: vitamin d-3 supplementation during pregnancy and lactation reduced selected eed and systemic inflammation biomarkers among women living with hiv.,vitamin d,39278411,3
we aimed to evaluate whether maternal vitamin d insufficiency during pregnancy was conditionally associated with dna methylation in the offspring cord blood.,vitamin d,39418282,3
"conclusions: higher maternal preintervention 25(oh)d was associated with a decreased risk of autism, lower autistic symptom load, and decreased risk of adhd diagnosis, but high-dose vitamin d3 supplementation in pregnancy had no effect on risk of autism and adhd.",vitamin d,38072183,3
maternal vitamin d levels during pregnancy may be important for reproductive health in male offspring by regulating cell proliferation and differentiation during development.,vitamin d,36952117,3
"moreover, further investigations of the associations between maternal vitamin d levels and cord blood immune cell profiles from 75 healthy pregnant women and their term offspring also confirm that maternal vitamin d levels in the second trimester significantly affect immune cell proportions in the offspring.",vitamin d,39191975,3
"the aims of this study are to describe the challenges of recruiting and enrolling low-income pregnant women with periodontitis to a clinical trial on vitamin d/calcium milk fortification and periodontal therapy and also to describe the patient-, study protocol- and setting-related factors related to women's ineligibility and refusal to participate in the study.",vitamin d,32138765,3
vitamin d deficiency in pregnancy is associated with increased risk of adverse pregnancy outcomes especially complications related to placental dysfunction and insulin resistance.,vitamin d,36922777,3
"severe vitamin d deficiency was significantly higher in pregnant women with gdm (16.5% vs 11%), anemia (17.1% vs 11%), iron deficiency (18.5% vs 11.2%), and preeclampsia (19.8% vs 11.4%) when compared to the uncomplicated group.",vitamin d,24043954,3
results: this association exhibited sexual dimorphism between cord blood vitamin d and vitamin d binding protein (vdbp) suggesting that the occurrence of pregnancy complications differs according to fetal sex with a higher cardiovascular and metabolic load for the mother in the presence of a male fetus.,vitamin d,37587824,3
"the adjusted mean difference in 25(oh)d in the follow-up points between vitamin d supplementation and placebo groups was inversely related (all p for interaction <0.05) to baseline 25(oh)d, bmi, and hours of sun exposure, and higher in females, elders, and those with high frequency of alcohol, medical prescription of vitamin d, and asthma/copd.",vitamin d,32360596,3
vitamin d status in an italian pediatric cohort: is there a role for tobacco smoking exposure?,vitamin d,38523346,3
"fasting blood glucose (fbg), triglycerides (tg), total, hdl- and ldl-cholesterol, uric acid, vitamin d, high-sensitive c-reactive protein (hs-crp), white blood cells (wbc), platelets, insulin and insulin resistance (homa-ir), systolic (sbp) and diastolic blood pressure (dbp), smoking habit and snoring were evaluated as cardio-metabolic risk factors.we also included the systematic coronary risk evaluation (score) to estimate cardiovascular risk in our study population.",vitamin d,33152746,3
few studies have examined the association between vitamin d and toxic metals in pregnant women.,vitamin d,39156920,3
further research is needed to confirm the adequacy of a vegan diet supplemented with calcium and vitamin d with respect to risk of fracture.,vitamin d,33964850,3
interplay between vitamin d levels and heavy metals exposure in pregnancy and childbirth: a systematic review.,vitamin d,39585165,3
application of vitamin d in different dosage to treat children with allergic diseases.,vitamin d,32759424,3
the objective of the study was thus to determine whether low vitamin d status during pregnancy was associated with postpartum depression.,vitamin d,24312237,3
"tobacco smoking is endocrine-disrupting and may interfere with vitamin d endocrine systems (vdes), but supporting evidence is limited and inconsistent.",vitamin d,35020139,3
"the incidence of vitamin d deficiency is widespread worldwide, at any age, in young and healthy subjects, as well as in pregnant women and the elderly population, due to several factors, including inadequate sunlight exposure, skin pigmentation and coverage, adiposity, lifestyle and low dietary intakes.",vitamin d,34500722,3
"additionally, vitamin d deficiency was linked with adverse maternal and foetal outcomes such as hypertensive disorders in pregnancy, preterm birth and low birth weight.",vitamin d,39843364,3
"introduction: vitamin d deficiency (<20 ng/ml circulating levels) is a worldwide public health concern and pregnant women are especially vulnerable, affecting the health of the mother and the fetus.",vitamin d,37984291,3
